iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million
ATG,North America,Antigua and Barbuda,2020-03-13,1,1,,,,,10.212,10.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-03-14,1,0,,,,,10.212,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-03-15,1,0,,,,,10.212,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-03-16,1,0,,,,,10.212,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-03-17,1,0,,,,,10.212,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-03-18,1,0,0.143,,,0,10.212,0,1.459,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-03-19,1,0,0.143,,,0,10.212,0,1.459,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-03-20,1,0,0,,,0,10.212,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-03-21,1,0,0,,,0,10.212,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-03-22,1,0,0,,,0,10.212,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-03-23,3,2,0.286,,,0,30.635,20.423,2.918,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-03-24,3,0,0.286,,,0,30.635,0,2.918,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-03-25,3,0,0.286,,,0,30.635,0,2.918,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-03-26,7,4,0.857,,,0,71.481,40.846,8.753,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-03-27,7,0,0.857,,,0,71.481,0,8.753,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-03-28,7,0,0.857,,,0,71.481,0,8.753,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-03-29,7,0,0.857,,,0,71.481,0,8.753,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-03-30,7,0,0.571,,,0,71.481,0,5.835,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-03-31,7,0,0.571,,,0,71.481,0,5.835,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-04-01,7,0,0.571,,,0,71.481,0,5.835,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-04-02,9,2,0.286,,,0,91.904,20.423,2.918,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-04-03,15,6,1.143,,,0,153.174,61.27,11.67,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-04-04,15,0,1.143,,,0,153.174,0,11.67,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-04-05,15,0,1.143,,,0,153.174,0,11.67,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-04-06,15,0,1.143,,,0,153.174,0,11.67,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-04-07,19,4,1.714,1,1,0.143,194.02,40.846,17.506,10.212,10.212,1.459,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-04-08,19,0,1.714,2,1,0.286,194.02,0,17.506,20.423,10.212,2.918,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-04-09,19,0,1.429,2,0,0.286,194.02,0,14.588,20.423,0,2.918,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-04-10,19,0,0.571,2,0,0.286,194.02,0,5.835,20.423,0,2.918,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-04-11,21,2,0.857,2,0,0.286,214.443,20.423,8.753,20.423,0,2.918,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-04-12,21,0,0.857,2,0,0.286,214.443,0,8.753,20.423,0,2.918,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-04-13,23,2,1.143,2,0,0.286,234.866,20.423,11.67,20.423,0,2.918,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-04-14,23,0,0.571,2,0,0.143,234.866,0,5.835,20.423,0,1.459,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-04-15,23,0,0.571,2,0,0,234.866,0,5.835,20.423,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-04-16,23,0,0.571,3,1,0.143,234.866,0,5.835,30.635,10.212,1.459,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-04-17,23,0,0.571,3,0,0.143,234.866,0,5.835,30.635,0,1.459,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-04-18,23,0,0.286,3,0,0.143,234.866,0,2.918,30.635,0,1.459,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-04-19,23,0,0.286,3,0,0.143,234.866,0,2.918,30.635,0,1.459,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-04-20,23,0,0,3,0,0.143,234.866,0,0,30.635,0,1.459,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-04-21,23,0,0,3,0,0.143,234.866,0,0,30.635,0,1.459,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-04-22,24,1,0.143,3,0,0.143,245.078,10.212,1.459,30.635,0,1.459,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-04-23,24,0,0.143,3,0,0,245.078,0,1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-04-24,24,0,0.143,3,0,0,245.078,0,1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-04-25,24,0,0.143,3,0,0,245.078,0,1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-04-26,24,0,0.143,3,0,0,245.078,0,1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-04-27,24,0,0.143,3,0,0,245.078,0,1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-04-28,24,0,0.143,3,0,0,245.078,0,1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-04-29,24,0,0,3,0,0,245.078,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-04-30,24,0,0,3,0,0,245.078,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-05-01,25,1,0.143,3,0,0,255.29,10.212,1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-05-02,25,0,0.143,3,0,0,255.29,0,1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-05-03,25,0,0.143,3,0,0,255.29,0,1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-05-04,25,0,0.143,3,0,0,255.29,0,1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-05-05,25,0,0.143,3,0,0,255.29,0,1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-05-06,25,0,0.143,3,0,0,255.29,0,1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-05-07,25,0,0.143,3,0,0,255.29,0,1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-05-08,25,0,0,3,0,0,255.29,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-05-09,25,0,0,3,0,0,255.29,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-05-10,25,0,0,3,0,0,255.29,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-05-11,25,0,0,3,0,0,255.29,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-05-12,25,0,0,3,0,0,255.29,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-05-13,25,0,0,3,0,0,255.29,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-05-14,25,0,0,3,0,0,255.29,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-05-15,25,0,0,3,0,0,255.29,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-05-16,25,0,0,3,0,0,255.29,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-05-17,25,0,0,3,0,0,255.29,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-05-18,25,0,0,3,0,0,255.29,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-05-19,25,0,0,3,0,0,255.29,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-05-20,25,0,0,3,0,0,255.29,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-05-21,25,0,0,3,0,0,255.29,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-05-22,25,0,0,3,0,0,255.29,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-05-23,25,0,0,3,0,0,255.29,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-05-24,25,0,0,3,0,0,255.29,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-05-25,25,0,0,3,0,0,255.29,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-05-26,25,0,0,3,0,0,255.29,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-05-27,25,0,0,3,0,0,255.29,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-05-28,25,0,0,3,0,0,255.29,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-05-29,25,0,0,3,0,0,255.29,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-05-30,25,0,0,3,0,0,255.29,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-05-31,26,1,0.143,3,0,0,265.501,10.212,1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-06-01,26,0,0.143,3,0,0,265.501,0,1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-06-02,26,0,0.143,3,0,0,265.501,0,1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-06-03,26,0,0.143,3,0,0,265.501,0,1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-06-04,26,0,0.143,3,0,0,265.501,0,1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-06-05,26,0,0.143,3,0,0,265.501,0,1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-06-06,26,0,0.143,3,0,0,265.501,0,1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-06-07,26,0,0,3,0,0,265.501,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-06-08,26,0,0,3,0,0,265.501,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-06-09,26,0,0,3,0,0,265.501,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-06-10,26,0,0,3,0,0,265.501,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-06-11,26,0,0,3,0,0,265.501,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-06-12,26,0,0,3,0,0,265.501,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-06-13,26,0,0,3,0,0,265.501,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-06-14,26,0,0,3,0,0,265.501,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-06-15,26,0,0,3,0,0,265.501,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-06-16,26,0,0,3,0,0,265.501,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-06-17,26,0,0,3,0,0,265.501,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-06-18,26,0,0,3,0,0,265.501,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-06-19,26,0,0,3,0,0,265.501,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-06-20,26,0,0,3,0,0,265.501,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-06-21,26,0,0,3,0,0,265.501,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-06-22,26,0,0,3,0,0,265.501,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-06-23,26,0,0,3,0,0,265.501,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-06-24,26,0,0,3,0,0,265.501,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-06-25,65,39,5.571,3,0,0,663.753,398.252,56.893,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-06-26,65,0,5.571,3,0,0,663.753,0,56.893,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-06-27,65,0,5.571,3,0,0,663.753,0,56.893,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-06-28,69,4,6.143,3,0,0,704.599,40.846,62.728,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-06-29,69,0,6.143,3,0,0,704.599,0,62.728,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-06-30,69,0,6.143,3,0,0,704.599,0,62.728,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-07-01,69,0,6.143,3,0,0,704.599,0,62.728,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-07-02,69,0,0.571,3,0,0,704.599,0,5.835,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-07-03,68,-1,0.429,3,0,0,694.388,-10.212,4.376,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-07-04,68,0,0.429,3,0,0,694.388,0,4.376,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-07-05,68,0,-0.143,3,0,0,694.388,0,-1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-07-06,70,2,0.143,3,0,0,714.811,20.423,1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-07-07,70,0,0.143,3,0,0,714.811,0,1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-07-08,70,0,0.143,3,0,0,714.811,0,1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-07-09,73,3,0.571,3,0,0,745.446,30.635,5.835,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-07-10,74,1,0.857,3,0,0,755.657,10.212,8.753,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-07-11,74,0,0.857,3,0,0,755.657,0,8.753,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-07-12,74,0,0.857,3,0,0,755.657,0,8.753,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-07-13,74,0,0.571,3,0,0,755.657,0,5.835,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-07-14,74,0,0.571,3,0,0,755.657,0,5.835,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-07-15,74,0,0.571,3,0,0,755.657,0,5.835,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-07-16,74,0,0.143,3,0,0,755.657,0,1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-07-17,76,2,0.286,3,0,0,776.08,20.423,2.918,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-07-18,76,0,0.286,3,0,0,776.08,0,2.918,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-07-19,76,0,0.286,3,0,0,776.08,0,2.918,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-07-20,76,0,0.286,3,0,0,776.08,0,2.918,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-07-21,76,0,0.286,3,0,0,776.08,0,2.918,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-07-22,76,0,0.286,3,0,0,776.08,0,2.918,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-07-23,76,0,0.286,3,0,0,776.08,0,2.918,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-07-24,82,6,0.857,3,0,0,837.35,61.27,8.753,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-07-25,82,0,0.857,3,0,0,837.35,0,8.753,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-07-26,82,0,0.857,3,0,0,837.35,0,8.753,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-07-27,86,4,1.429,3,0,0,878.196,40.846,14.588,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-07-28,86,0,1.429,3,0,0,878.196,0,14.588,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-07-29,91,5,2.143,3,0,0,929.254,51.058,21.882,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-07-30,91,0,2.143,3,0,0,929.254,0,21.882,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-07-31,91,0,1.286,3,0,0,929.254,0,13.129,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-08-01,91,0,1.286,3,0,0,929.254,0,13.129,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-08-02,91,0,1.286,3,0,0,929.254,0,13.129,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-08-03,92,1,0.857,3,0,0,939.466,10.212,8.753,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-08-04,92,0,0.857,3,0,0,939.466,0,8.753,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-08-05,92,0,0.143,3,0,0,939.466,0,1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-08-06,92,0,0.143,3,0,0,939.466,0,1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-08-07,92,0,0.143,3,0,0,939.466,0,1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-08-08,92,0,0.143,3,0,0,939.466,0,1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-08-09,92,0,0.143,3,0,0,939.466,0,1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-08-10,92,0,0,3,0,0,939.466,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-08-11,92,0,0,3,0,0,939.466,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-08-12,92,0,0,3,0,0,939.466,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-08-13,92,0,0,3,0,0,939.466,0,0,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-08-14,93,1,0.143,3,0,0,949.677,10.212,1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-08-15,93,0,0.143,3,0,0,949.677,0,1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-08-16,93,0,0.143,3,0,0,949.677,0,1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-08-17,93,0,0.143,3,0,0,949.677,0,1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-08-18,93,0,0.143,3,0,0,949.677,0,1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-08-19,94,1,0.286,3,0,0,959.889,10.212,2.918,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-08-20,94,0,0.286,3,0,0,959.889,0,2.918,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-08-21,94,0,0.143,3,0,0,959.889,0,1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-08-22,94,0,0.143,3,0,0,959.889,0,1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-08-23,94,0,0.143,3,0,0,959.889,0,1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,North America,Antigua and Barbuda,2020-08-24,94,0,0.143,3,0,0,959.889,0,1.459,30.635,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
