location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million
Asia,2020-11-21,15719591,103617,97539.714,276860,1621,1671.714,3387.954,22.332,21.022,59.67,0.349,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-11-22,15824589,104998,100838,278560,1700,1705.571,3410.584,22.63,21.733,60.036,0.366,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-11-23,15921446,96857,103144,280214,1654,1727.857,3431.459,20.875,22.23,60.393,0.356,0.372,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-11-24,16028724,107278,104997.571,281922,1708,1744.571,3454.58,23.121,22.63,60.761,0.368,0.376,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-11-25,16138369,109645,105405.571,283737,1815,1745,3478.211,23.631,22.717,61.152,0.391,0.376,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-11-26,16276810,138441,109897.286,285505,1768,1708.429,3508.049,29.837,23.686,61.533,0.381,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-11-27,16422866,146056,115270.286,287163,1658,1703.429,3539.527,31.479,24.844,61.891,0.357,0.367,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-11-28,16550444,127578,118693.286,288841,1678,1711.571,3567.023,27.496,25.581,62.252,0.362,0.369,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-11-29,16675866,125422,121611,290523,1682,1709,3594.055,27.031,26.21,62.615,0.363,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-11-30,16791288,115422,124263.143,292161,1638,1706.714,3618.931,24.876,26.782,62.968,0.353,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-12-01,16914109,122821,126483.571,293898,1737,1710.857,3645.402,26.471,27.26,63.342,0.374,0.369,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-12-02,17041300,127191,128990.143,295552,1654,1687.857,3672.815,27.413,27.801,63.699,0.356,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-12-03,17172492,131192,127954.571,297263,1711,1679.714,3701.09,28.275,27.577,64.067,0.369,0.362,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-12-04,17298744,126252,125125.429,298930,1667,1681,3728.3,27.21,26.968,64.427,0.359,0.362,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-12-05,17422193,123449,124535.571,300481,1551,1662.857,3754.906,26.606,26.84,64.761,0.334,0.358,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-12-06,17541832,119639,123709.429,301950,1469,1632.429,3780.692,25.785,26.662,65.078,0.317,0.352,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-12-07,17650202,108370,122702,303470,1520,1615.571,3804.048,23.356,26.445,65.405,0.328,0.348,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-12-08,17768584,118382,122067.857,305119,1649,1603,3829.562,25.514,26.309,65.761,0.355,0.345,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-12-09,17886799,118215,120785.571,306670,1551,1588.286,3855.04,25.478,26.032,66.095,0.334,0.342,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-12-10,18795343,85319,114232.286,308220,1550,1565.286,4050.854,18.388,24.62,66.429,0.334,0.337,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-12-11,18909807,114464,112548.286,309745,1525,1545,4075.523,24.67,24.257,66.758,0.329,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-12-12,19019727,109920,110615.571,311191,1446,1530,4099.214,23.69,23.84,67.069,0.312,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-12-13,19119184,99457,107732.429,312545,1354,1513.571,4120.649,21.435,23.219,67.361,0.292,0.326,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-12-14,19213485,94301,105722.571,314009,1464,1505.571,4140.973,20.324,22.786,67.677,0.316,0.324,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-12-15,19321020,107535,104173,315638,1629,1502.714,4164.15,23.176,22.452,68.028,0.351,0.324,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-12-16,19427655,106635,102518.714,317083,1445,1487.571,4187.132,22.982,22.095,68.339,0.311,0.321,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-12-17,19529524,101869,104883,318499,1416,1468.429,4209.088,21.955,22.605,68.644,0.305,0.316,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-12-18,19629928,100404,102874.429,319870,1371,1446.429,4230.727,21.64,22.172,68.94,0.295,0.312,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-12-19,19725995,96067,100895.429,321266,1396,1439.286,4251.432,20.705,21.745,69.241,0.301,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-12-20,19813303,87308,99159.857,322720,1454,1453.571,4270.249,18.817,21.371,69.554,0.313,0.313,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-12-21,19892811,79508,97046.571,324165,1445,1450.857,4287.385,17.136,20.916,69.865,0.311,0.313,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-12-22,19982296,89485,94468,325659,1494,1431.571,4306.671,19.286,20.36,70.187,0.322,0.309,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-12-23,20072388,90092,92104.714,327082,1423,1428.429,4326.088,19.417,19.851,70.494,0.307,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-12-24,20161058,88670,90219.143,328432,1350,1419,4345.198,19.111,19.444,70.785,0.291,0.306,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-12-25,20247038,85980,88158.571,329746,1314,1410.857,4363.729,18.531,19,71.068,0.283,0.304,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-12-26,20322833,75795,85262.571,330967,1221,1385.857,4380.065,16.336,18.376,71.331,0.263,0.299,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-12-27,20394455,71622,83021.714,332296,1329,1368,4395.501,15.436,17.893,71.618,0.286,0.295,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-12-28,20464476,70021,81666.429,333601,1305,1348,4410.592,15.091,17.601,71.899,0.281,0.291,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-12-29,20546217,81741,80560.143,335040,1439,1340.143,4428.21,17.617,17.363,72.209,0.31,0.289,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-12-30,20629762,83545,79624.857,336440,1400,1336.857,4446.216,18.006,17.161,72.511,0.302,0.288,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2020-12-31,20695037,65275,76282.714,337412,972,1282.857,4460.284,14.068,16.441,72.72,0.209,0.276,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-01-01,20771126,76089,74869.714,338561,1149,1259.286,4476.683,16.399,16.136,72.968,0.248,0.271,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-01-02,20860993,89867,76880,339909,1348,1277.429,4496.052,19.369,16.57,73.259,0.291,0.275,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-01-03,20930526,69533,76581.571,340970,1061,1239.143,4511.038,14.986,16.505,73.487,0.229,0.267,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-01-04,21003980,73454,77072,342075,1105,1210.571,4526.869,15.831,16.611,73.725,0.238,0.261,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-01-05,21086462,82482,77177.857,343301,1226,1180.143,4544.646,17.777,16.634,73.99,0.264,0.254,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-01-06,21173939,87477,77739.571,344367,1066,1132.429,4563.499,18.853,16.755,74.219,0.23,0.244,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-01-07,21261559,87620,80931.714,345510,1143,1156.857,4582.383,18.884,17.443,74.466,0.246,0.249,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-01-08,21328990,67431,79694.857,346457,947,1128,4596.916,14.533,17.176,74.67,0.204,0.243,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-01-09,21433951,104961,81851.143,347762,1305,1121.857,4619.538,22.622,17.641,74.951,0.281,0.242,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-01-10,21510429,76478,82843.286,348695,933,1103.571,4636.021,16.483,17.855,75.152,0.201,0.238,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-01-11,21584805,74376,82975,349692,997,1088.143,4652.051,16.03,17.883,75.367,0.215,0.235,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-01-12,21666786,81981,82903.429,351110,1418,1115.571,4669.72,17.669,17.868,75.673,0.306,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-01-13,21753727,86941,82826.857,352436,1326,1152.714,4688.457,18.738,17.851,75.959,0.286,0.248,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-01-14,21840283,86556,82674.857,353601,1165,1155.857,4707.112,18.655,17.818,76.21,0.251,0.249,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-01-15,21922871,82588,84840.143,354812,1211,1193.571,4724.912,17.8,18.285,76.471,0.261,0.257,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-01-16,22008604,85733,82093.286,355925,1113,1166.143,4743.39,18.478,17.693,76.71,0.24,0.251,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-01-17,22083784,75180,81907.857,356898,973,1171.857,4759.593,16.203,17.653,76.92,0.21,0.253,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-01-18,22148336,64552,80504.429,357973,1075,1183,4773.505,13.913,17.351,77.152,0.232,0.255,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-01-19,22223088,74752,79471.714,359412,1439,1186,4789.616,16.111,17.128,77.462,0.31,0.256,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-01-20,22304822,81734,78727.857,360663,1251,1175.286,4807.232,17.616,16.968,77.732,0.27,0.253,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-01-21,22381161,76339,77268.286,361911,1248,1187.143,4823.685,16.453,16.653,78.001,0.269,0.256,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-01-22,22456819,75658,76278.286,362961,1050,1164.143,4839.991,16.306,16.44,78.227,0.226,0.251,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-01-23,22529999,73180,74485,364009,1048,1154.857,4855.763,15.772,16.053,78.453,0.226,0.249,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-01-24,22596903,66904,73302.714,364954,945,1150.857,4870.182,14.419,15.799,78.656,0.204,0.248,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-01-25,22668889,71986,74364.714,366077,1123,1157.714,4885.697,15.515,16.027,78.898,0.242,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-01-26,22739345,70456,73751,367374,1297,1137.429,4900.882,15.185,15.895,79.178,0.28,0.245,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-01-27,22811809,72464,72426.714,368644,1270,1140.143,4916.5,15.618,15.61,79.452,0.274,0.246,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-01-28,22894721,82912,73365.714,370006,1362,1156.429,4934.369,17.87,15.812,79.745,0.294,0.249,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-01-29,22971518,76797,73528.429,370975,969,1144.857,4950.921,16.552,15.847,79.954,0.209,0.247,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-01-30,23045792,74274,73684.714,372249,1274,1177.143,4966.929,16.008,15.881,80.229,0.275,0.254,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-01-31,23113281,67489,73768.286,373244,995,1184.286,4981.474,14.546,15.899,80.443,0.214,0.255,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-02-01,23179148,65867,72894.143,374229,985,1164.571,4995.67,14.196,15.71,80.655,0.212,0.251,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-02-02,23248435,69287,72727.143,375349,1120,1139.286,5010.603,14.933,15.674,80.897,0.241,0.246,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-02-03,23324785,76350,73282.286,376350,1001,1100.857,5027.059,16.455,15.794,81.113,0.216,0.237,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-02-04,23397642,72857,71845.857,377441,1091,1062.143,5042.761,15.702,15.485,81.348,0.235,0.229,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-02-05,23466403,68761,70697.857,378354,913,1054.143,5057.581,14.82,15.237,81.544,0.197,0.227,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-02-06,23536103,69700,70044.429,379223,869,996.286,5072.603,15.022,15.096,81.732,0.187,0.215,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-02-07,23602159,66056,69839.714,380045,822,971.571,5086.839,14.237,15.052,81.909,0.177,0.209,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-02-08,23661587,59428,68919.857,380937,892,958.286,5099.648,12.808,14.854,82.101,0.192,0.207,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-02-09,23729592,68005,68736.714,381878,941,932.714,5114.304,14.657,14.814,82.304,0.203,0.201,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asia,2021-02-10,23800645,71053,67980,382852,974,928.857,5129.618,15.314,14.651,82.514,0.21,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-01-23,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-01-24,2,2,NA,NA,0,NA,0.003,0.003,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-01-25,3,1,NA,NA,0,NA,0.004,0.001,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-01-26,3,0,NA,NA,0,NA,0.004,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-01-27,4,1,NA,NA,0,NA,0.005,0.001,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-01-28,8,4,NA,NA,0,NA,0.011,0.005,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-01-29,10,2,1.429,NA,0,0,0.013,0.003,0.002,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-01-30,10,0,1.429,NA,0,0,0.013,0,0.002,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-01-31,17,7,2.143,NA,0,0,0.023,0.009,0.003,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-02-01,23,6,2.857,NA,0,0,0.031,0.008,0.004,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-02-02,25,2,3.143,NA,0,0,0.033,0.003,0.004,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-02-03,33,8,4.143,NA,0,0,0.044,0.011,0.006,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-02-04,34,1,3.714,NA,0,0,0.045,0.001,0.005,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-02-05,35,1,3.571,NA,0,0,0.047,0.001,0.005,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-02-06,35,0,3.571,NA,0,0,0.047,0,0.005,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-02-07,37,2,2.857,NA,0,0,0.049,0.003,0.004,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-02-08,46,9,3.286,NA,0,0,0.061,0.012,0.004,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-02-09,49,3,3.429,NA,0,0,0.065,0.004,0.005,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-02-10,49,0,2.286,NA,0,0,0.065,0,0.003,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-02-11,52,3,2.571,NA,0,0,0.069,0.004,0.003,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-02-12,53,1,2.571,NA,0,0,0.071,0.001,0.003,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-02-13,54,1,2.714,NA,0,0,0.072,0.001,0.004,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-02-14,55,1,2.571,NA,0,0,0.073,0.001,0.003,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-02-15,56,1,1.429,1,1,0.143,0.075,0.001,0.002,0.001,0.001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-02-16,56,0,1,1,0,0.143,0.075,0,0.001,0.001,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-02-17,57,1,1.143,1,0,0.143,0.076,0.001,0.002,0.001,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-02-18,57,0,0.714,1,0,0.143,0.076,0,0.001,0.001,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-02-19,58,1,0.714,1,0,0.143,0.077,0.001,0.001,0.001,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-02-20,60,2,0.857,1,0,0.143,0.08,0.003,0.001,0.001,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-02-21,78,18,3.286,2,1,0.286,0.104,0.024,0.004,0.003,0.001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-02-22,120,42,9.143,3,1,0.286,0.16,0.056,0.012,0.004,0.001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-02-23,218,98,23.143,4,1,0.429,0.291,0.131,0.031,0.005,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-02-24,294,76,33.857,8,4,1,0.393,0.102,0.045,0.011,0.005,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-02-25,402,108,49.286,11,3,1.429,0.537,0.144,0.066,0.015,0.004,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-02-26,565,163,72.429,14,3,1.857,0.755,0.218,0.097,0.019,0.004,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-02-27,830,265,110,19,5,2.571,1.109,0.354,0.147,0.025,0.007,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-02-28,1133,303,150.714,23,4,3,1.513,0.405,0.201,0.031,0.005,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-02-29,1506,373,198,31,8,4,2.012,0.498,0.264,0.041,0.011,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-03-01,2261,755,291.857,36,5,4.571,3.02,1.008,0.39,0.048,0.007,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-03-02,2828,567,362,55,19,6.714,3.777,0.757,0.484,0.073,0.025,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-03-03,3516,688,444.857,85,30,10.571,4.696,0.919,0.594,0.114,0.04,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-03-04,4528,1012,566.143,114,29,14.286,6.048,1.352,0.756,0.152,0.039,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-03-05,5960,1432,732.857,160,46,20.143,7.961,1.913,0.979,0.214,0.061,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-03-06,7732,1772,942.714,215,55,27.429,10.328,2.367,1.259,0.287,0.073,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-03-07,9890,2158,1197.714,264,49,33.286,13.21,2.882,1.6,0.353,0.065,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-03-08,12425,2535,1452,410,146,53.429,16.596,3.386,1.939,0.548,0.195,0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-03-09,15567,3142,1819.857,527,117,67.429,20.793,4.197,2.431,0.704,0.156,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-03-10,18958,3391,2206,718,191,90.429,25.322,4.529,2.947,0.959,0.255,0.121,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-03-11,24421,5463,2841.857,958,240,120.571,32.619,7.297,3.796,1.28,0.321,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-03-12,28349,3928,3198.429,1154,196,142,37.865,5.247,4.272,1.541,0.262,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-03-13,39896,11547,4594.857,1535,381,188.571,53.288,15.423,6.137,2.05,0.509,0.252,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-03-14,48053,8157,5451.857,1823,288,222.714,64.184,10.895,7.282,2.435,0.385,0.297,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-03-15,56894,8841,6352.714,2315,492,272.143,75.992,11.809,8.485,3.092,0.657,0.363,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-03-16,67890,10996,7474.714,2816,501,327,90.68,14.687,9.984,3.761,0.669,0.437,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-03-17,79437,11547,8639.857,3424,608,386.571,106.103,15.423,11.54,4.573,0.812,0.516,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-03-18,93483,14046,9866,4066,642,444,124.864,18.761,13.178,5.431,0.858,0.593,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-03-19,112860,19377,12073,4918,852,537.714,150.745,25.882,16.126,6.569,1.138,0.718,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-03-20,133323,20463,13346.714,6100,1182,652.143,178.077,27.332,17.827,8.148,1.579,0.871,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-03-21,154985,21662,15276,7537,1437,816.286,207.011,28.934,20.404,10.067,1.919,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-03-22,175295,20310,16914.429,8855,1318,934.286,234.139,27.128,22.592,11.827,1.76,1.248,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-03-23,201702,26407,19116,10421,1566,1086.429,269.41,35.271,25.533,13.919,2.092,1.451,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-03-24,226107,24405,20952.857,12254,1833,1261.429,302.008,32.597,27.986,16.367,2.448,1.685,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-03-25,257126,31019,23377.571,14490,2236,1489.143,343.439,41.432,31.225,19.354,2.987,1.989,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-03-26,293038,35912,25739.714,16792,2302,1696.286,391.406,47.967,34.38,22.429,3.075,2.266,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-03-27,329065,36027,27963.143,19470,2678,1910,439.527,48.121,37.35,26.006,3.577,2.551,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-03-28,365860,36795,30125,22246,2776,2101.286,488.673,49.146,40.237,29.714,3.708,2.807,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-03-29,395777,29917,31497.429,24826,2580,2281.571,528.633,39.96,42.071,33.16,3.446,3.047,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-03-30,428432,32655,32390,27868,3042,2492.429,572.25,43.617,43.263,37.223,4.063,3.329,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-03-31,465241,36809,34162,31133,3265,2697,621.415,49.165,45.63,41.584,4.361,3.602,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-04-01,502382,37141,35036.571,35388,4255,2985.429,671.024,49.609,46.798,47.267,5.683,3.988,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-04-02,538552,36170,35073.429,39195,3807,3200.429,719.335,48.312,46.847,52.352,5.085,4.275,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-04-03,576205,37653,35305.714,43430,4235,3422.857,769.628,50.293,47.157,58.009,5.657,4.572,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-04-04,588726,12521,31838,47162,3732,3559.429,786.352,16.724,42.526,62.994,4.985,4.754,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-04-05,615190,26464,31344.714,50172,3010,3620.857,821.699,35.348,41.867,67.014,4.02,4.836,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-04-06,642592,27402,30594.286,53723,3551,3693.571,858.3,36.6,40.864,71.757,4.743,4.933,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-04-07,666432,23840,28741.571,58811,5088,3954,890.143,31.843,38.39,78.553,6.796,5.281,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-04-08,700555,34123,28310.429,62771,3960,3911.857,935.72,45.578,37.814,83.842,5.289,5.225,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-04-09,733919,33364,27909.571,67559,4788,4052,980.284,44.564,37.278,90.237,6.395,5.412,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-04-10,765259,31340,27007.714,71973,4414,4077.571,1022.144,41.86,36.074,96.133,5.896,5.446,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-04-11,792427,27168,29100.143,75297,3324,4019.286,1058.432,36.288,38.869,100.573,4.44,5.368,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-04-12,867469,75042,36039.857,78497,3200,4046.429,1158.664,100.232,48.138,104.847,4.274,5.405,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-04-13,892616,25147,35717.714,81725,3228,4000.286,1192.253,33.588,47.708,109.159,4.312,5.343,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-04-14,930197,37581,37680.714,85330,3605,3788.429,1242.449,50.196,50.33,113.974,4.815,5.06,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-04-15,962130,31933,37367.857,90351,5021,3940,1285.102,42.652,49.912,120.68,6.706,5.263,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-04-16,1006227,44097,38901.143,94535,4184,3853.714,1344.001,58.9,51.96,126.269,5.589,5.147,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,2020-04-17,1038323,32096,39009.143,98607,4072,3804.857,1386.871,42.87,52.104,131.708,5.439,5.082,NA,NA,NA,NA,NA,NA,NA,NA,NA
